Zipcode,County,City,Fips
94129,San Francisco,San Francisco,06075
94101,San Francisco,San Francisco,06075
94102,San Francisco,San Francisco,06075
94103,San Francisco,San Francisco,06075
94104,San Francisco,San Francisco,06075
94105,San Francisco,San Francisco,06075
94106,San Francisco,San Francisco,06075
94107,San Francisco,San Francisco,06075
94108,San Francisco,San Francisco,06075
94109,San Francisco,San Francisco,06075
94110,San Francisco,San Francisco,06075
94111,San Francisco,San Francisco,06075
94114,San Francisco,San Francisco,06075
94115,San Francisco,San Francisco,06075
94116,San Francisco,San Francisco,06075
94117,San Francisco,San Francisco,06075
94118,San Francisco,San Francisco,06075
94119,San Francisco,San Francisco,06075
94120,San Francisco,San Francisco,06075
94121,San Francisco,San Francisco,06075
94122,San Francisco,San Francisco,06075
94123,San Francisco,San Francisco,06075
94124,San Francisco,San Francisco,06075
94125,San Francisco,San Francisco,06075
94126,San Francisco,San Francisco,06075
94127,San Francisco,San Francisco,06075
94161,San Francisco,San Francisco,06075
94162,San Francisco,San Francisco,06075
94155,San Francisco,San Francisco,06075
94169,San Francisco,San Francisco,06075
94167,San Francisco,San Francisco,06075
94168,San Francisco,San Francisco,06075
94170,San Francisco,San Francisco,06075
94164,San Francisco,San Francisco,06075
94163,San Francisco,San Francisco,06075
94166,San Francisco,San Francisco,06075
94171,San Francisco,San Francisco,06075
94172,San Francisco,San Francisco,06075
94165,San Francisco,San Francisco,06075
94177,San Francisco,San Francisco,06075
94199,San Francisco,San Francisco,06075
94188,San Francisco,San Francisco,06075
94175,San Francisco,San Francisco,06075
95330,San Joaquin,Lathrop,06077
95320,San Joaquin,Escalon,06077
95391,San Joaquin,Tracy,06077
95253,San Joaquin,Victor,06077
95385,San Joaquin,Vernalis,06077
95376,San Joaquin,Tracy,06077
95377,San Joaquin,Tracy,06077
95378,San Joaquin,Tracy,06077
95267,San Joaquin,Stockton,06077
95269,San Joaquin,Stockton,06077
95336,San Joaquin,Manteca,06077
95297,San Joaquin,Stockton,06077
95204,San Joaquin,Stockton,06077
95304,San Joaquin,Tracy,06077
95337,San Joaquin,Manteca,06077
95258,San Joaquin,Woodbridge,06077
95296,San Joaquin,Stockton,06077
95205,San Joaquin,Stockton,06077
95241,San Joaquin,Lodi,06077
95206,San Joaquin,Stockton,06077
95207,San Joaquin,Stockton,06077
95208,San Joaquin,Stockton,06077
95209,San Joaquin,Stockton,06077
95210,San Joaquin,Stockton,06077
95211,San Joaquin,Stockton,06077
95212,San Joaquin,Stockton,06077
95213,San Joaquin,Stockton,06077
95215,San Joaquin,Stockton,06077
95219,San Joaquin,Stockton,06077
95220,San Joaquin,Acampo,06077
95242,San Joaquin,Lodi,06077
95203,San Joaquin,Stockton,06077
95202,San Joaquin,Stockton,06077
95686,San Joaquin,Thornton,06077
95240,San Joaquin,Lodi,06077
95237,San Joaquin,Lockeford,06077
95227,San Joaquin,Clements,06077
95366,San Joaquin,Ripon,06077
95230,San Joaquin,Farmington,06077
95231,San Joaquin,French Camp,06077
95201,San Joaquin,Stockton,06077
95236,San Joaquin,Linden,06077
95234,San Joaquin,Holt,06077
93401,San Luis Obispo,San Luis Obispo,06079
93423,San Luis Obispo,Atascadero,06079
93422,San Luis Obispo,Atascadero,06079
93421,San Luis Obispo,Arroyo Grande,06079
93420,San Luis Obispo,Arroyo Grande,06079
93407,San Luis Obispo,San Luis Obispo,06079
93405,San Luis Obispo,San Luis Obispo,06079
93412,San Luis Obispo,Los Osos,06079
93410,San Luis Obispo,San Luis Obispo,06079
93403,San Luis Obispo,San Luis Obispo,06079
93402,San Luis Obispo,Los Osos,06079
93408,San Luis Obispo,San Luis Obispo,06079
93406,San Luis Obispo,San Luis Obispo,06079
93409,San Luis Obispo,San Luis Obispo,06079
93447,San Luis Obispo,Paso Robles,06079
93446,San Luis Obispo,Paso Robles,06079
93465,San Luis Obispo,Templeton,06079
93461,San Luis Obispo,Shandon,06079
93453,San Luis Obispo,Santa Margarita,06079
93452,San Luis Obispo,San Simeon,06079
93451,San Luis Obispo,San Miguel,06079
93449,San Luis Obispo,Pismo Beach,06079
93448,San Luis Obispo,Pismo Beach,06079
93424,San Luis Obispo,Avila Beach,06079
93445,San Luis Obispo,Oceano,06079
93444,San Luis Obispo,Nipomo,06079
93443,San Luis Obispo,Morro Bay,06079
93442,San Luis Obispo,Morro Bay,06079
93435,San Luis Obispo,Harmony,06079
93433,San Luis Obispo,Grover Beach,06079
93432,San Luis Obispo,Creston,06079
93430,San Luis Obispo,Cayucos,06079
93428,San Luis Obispo,Cambria,06079
93475,San Luis Obispo,Oceano,06079
93483,San Luis Obispo,Grover Beach,06079
94403,San Mateo,San Mateo,06081
94098,San Mateo,San Bruno,06081
94402,San Mateo,San Mateo,06081
94401,San Mateo,San Mateo,06081
94128,San Mateo,San Francisco,06081
94096,San Mateo,San Bruno,06081
94497,San Mateo,San Mateo,06081
94014,San Mateo,Daly City,06081
94030,San Mateo,Millbrae,06081
94028,San Mateo,Portola Valley,06081
94026,San Mateo,Menlo Park,06081
94025,San Mateo,Menlo Park,06081
94404,San Mateo,San Mateo,06081
94021,San Mateo,Loma Mar,06081
94020,San Mateo,La Honda,06081
94019,San Mateo,Half Moon Bay,06081
94018,San Mateo,El Granada,06081
94017,San Mateo,Daly City,06081
94016,San Mateo,Daly City,06081
94015,San Mateo,Daly City,06081
94013,San Mateo,Daly City,06081
94011,San Mateo,Burlingame,06081
94010,San Mateo,Burlingame,06081
94005,San Mateo,Brisbane,06081
94002,San Mateo,Belmont,06081
94037,San Mateo,Montara,06081
94038,San Mateo,Moss Beach,06081
94027,San Mateo,Atherton,06081
94070,San Mateo,San Carlos,06081
94074,San Mateo,San Gregorio,06081
94066,San Mateo,San Bruno,06081
94065,San Mateo,Redwood City,06081
94064,San Mateo,Redwood City,06081
94063,San Mateo,Redwood City,06081
94062,San Mateo,Redwood City,06081
94080,San Mateo,South San Francisco,06081
94061,San Mateo,Redwood City,06081
94083,San Mateo,South San Francisco,06081
94044,San Mateo,Pacifica,06081
94060,San Mateo,Pescadero,06081
93140,Santa Barbara,Santa Barbara,06083
93121,Santa Barbara,Santa Barbara,06083
93120,Santa Barbara,Santa Barbara,06083
93118,Santa Barbara,Goleta,06083
93117,Santa Barbara,Goleta,06083
93116,Santa Barbara,Goleta,06083
93441,Santa Barbara,Los Olivos,06083
93111,Santa Barbara,Santa Barbara,06083
93454,Santa Barbara,Santa Maria,06083
93130,Santa Barbara,Santa Barbara,06083
93464,Santa Barbara,Solvang,06083
93150,Santa Barbara,Santa Barbara,06083
93463,Santa Barbara,Solvang,06083
93160,Santa Barbara,Santa Barbara,06083
93190,Santa Barbara,Santa Barbara,06083
93110,Santa Barbara,Santa Barbara,06083
93456,Santa Barbara,Santa Maria,06083
93457,Santa Barbara,Santa Maria,06083
93199,Santa Barbara,Goleta,06083
93458,Santa Barbara,Santa Maria,06083
93460,Santa Barbara,Santa Ynez,06083
93455,Santa Barbara,Santa Maria,06083
93109,Santa Barbara,Santa Barbara,06083
93014,Santa Barbara,Carpinteria,06083
93107,Santa Barbara,Santa Barbara,06083
93254,Santa Barbara,New Cuyama,06083
93427,Santa Barbara,Buellton,06083
93429,Santa Barbara,Casmalia,06083
93108,Santa Barbara,Santa Barbara,06083
93436,Santa Barbara,Lompoc,06083
93440,Santa Barbara,Los Alamos,06083
93013,Santa Barbara,Carpinteria,06083
93434,Santa Barbara,Guadalupe,06083
93067,Santa Barbara,Summerland,06083
93101,Santa Barbara,Santa Barbara,06083
93102,Santa Barbara,Santa Barbara,06083
93103,Santa Barbara,Santa Barbara,06083
93105,Santa Barbara,Santa Barbara,06083
93106,Santa Barbara,Santa Barbara,06083
93437,Santa Barbara,Lompoc,06083
93438,Santa Barbara,Lompoc,06083
94301,Santa Clara,Palo Alto,06085
94302,Santa Clara,Palo Alto,06085
94303,Santa Clara,Palo Alto,06085
94304,Santa Clara,Palo Alto,06085
94305,Santa Clara,Stanford,06085
94306,Santa Clara,Palo Alto,06085
94309,Santa Clara,Palo Alto,06085
94086,Santa Clara,Sunnyvale,06085
94022,Santa Clara,Los Altos,06085
94023,Santa Clara,Los Altos,06085
94035,Santa Clara,Mountain View,06085
95109,Santa Clara,San Jose,06085
94039,Santa Clara,Mountain View,06085
94040,Santa Clara,Mountain View,06085
94041,Santa Clara,Mountain View,06085
94042,Santa Clara,Mountain View,06085
94043,Santa Clara,Mountain View,06085
94089,Santa Clara,Sunnyvale,06085
94088,Santa Clara,Sunnyvale,06085
94087,Santa Clara,Sunnyvale,06085
94085,Santa Clara,Sunnyvale,06085
94024,Santa Clara,Los Altos,06085
95110,Santa Clara,San Jose,06085
95196,Santa Clara,San Jose,06085
95193,Santa Clara,San Jose,06085
95194,Santa Clara,San Jose,06085
95020,Santa Clara,Gilroy,06085
95021,Santa Clara,Gilroy,06085
95026,Santa Clara,Holy City,06085
95108,Santa Clara,San Jose,06085
95030,Santa Clara,Los Gatos,06085
95106,Santa Clara,San Jose,06085
95031,Santa Clara,Los Gatos,06085
95032,Santa Clara,Los Gatos,06085
95111,Santa Clara,San Jose,06085
95103,Santa Clara,San Jose,06085
95035,Santa Clara,Milpitas,06085
95101,Santa Clara,San Jose,06085
95036,Santa Clara,Milpitas,06085
95192,Santa Clara,San Jose,06085
95191,Santa Clara,San Jose,06085
95190,Santa Clara,San Jose,06085
95173,Santa Clara,San Jose,06085
95014,Santa Clara,Cupertino,06085
95151,Santa Clara,San Jose,06085
95152,Santa Clara,San Jose,06085
95153,Santa Clara,San Jose,06085
95154,Santa Clara,San Jose,06085
95155,Santa Clara,San Jose,06085
95156,Santa Clara,San Jose,06085
95037,Santa Clara,Morgan Hill,06085
95015,Santa Clara,Cupertino,06085
95158,Santa Clara,San Jose,06085
95159,Santa Clara,San Jose,06085
95160,Santa Clara,San Jose,06085
95161,Santa Clara,San Jose,06085
95164,Santa Clara,San Jose,06085
95170,Santa Clara,San Jose,06085
95172,Santa Clara,San Jose,06085
95157,Santa Clara,San Jose,06085
95112,Santa Clara,San Jose,06085
95113,Santa Clara,San Jose,06085
95115,Santa Clara,San Jose,06085
95128,Santa Clara,San Jose,06085
95129,Santa Clara,San Jose,06085
95130,Santa Clara,San Jose,06085
95131,Santa Clara,San Jose,06085
95132,Santa Clara,San Jose,06085
95133,Santa Clara,San Jose,06085
95134,Santa Clara,San Jose,06085
95127,Santa Clara,San Jose,06085
95135,Santa Clara,San Jose,06085
95136,Santa Clara,San Jose,06085
95056,Santa Clara,Santa Clara,06085
95138,Santa Clara,San Jose,06085
95055,Santa Clara,Santa Clara,06085
95139,Santa Clara,San Jose,06085
95054,Santa Clara,Santa Clara,06085
95052,Santa Clara,Santa Clara,06085
95051,Santa Clara,Santa Clara,06085
95013,Santa Clara,Coyote,06085
95126,Santa Clara,San Jose,06085
95124,Santa Clara,San Jose,06085
95038,Santa Clara,Morgan Hill,06085
95116,Santa Clara,San Jose,06085
95071,Santa Clara,Saratoga,06085
95042,Santa Clara,New Almaden,06085
95140,Santa Clara,Mount Hamilton,06085
95044,Santa Clara,Redwood Estates,06085
95117,Santa Clara,San Jose,06085
95125,Santa Clara,San Jose,06085
95070,Santa Clara,Saratoga,06085
95046,Santa Clara,San Martin,06085
95119,Santa Clara,San Jose,06085
95120,Santa Clara,San Jose,06085
95050,Santa Clara,Santa Clara,06085
95121,Santa Clara,San Jose,06085
95122,Santa Clara,San Jose,06085
95123,Santa Clara,San Jose,06085
95118,Santa Clara,San Jose,06085
95150,Santa Clara,San Jose,06085
95053,Santa Clara,Santa Clara,06085
95009,Santa Clara,Campbell,06085
95008,Santa Clara,Campbell,06085
95141,Santa Clara,San Jose,06085
95011,Santa Clara,Campbell,06085
95002,Santa Clara,Alviso,06085
95148,Santa Clara,San Jose,06085
95067,Santa Cruz,Scotts Valley,06087
95018,Santa Cruz,Felton,06087
95063,Santa Cruz,Santa Cruz,06087
95007,Santa Cruz,Brookdale,06087
95006,Santa Cruz,Boulder Creek,06087
95003,Santa Cruz,Aptos,06087
95062,Santa Cruz,Santa Cruz,06087
95041,Santa Cruz,Mount Hermon,06087
95061,Santa Cruz,Santa Cruz,06087
95019,Santa Cruz,Freedom,06087
95066,Santa Cruz,Scotts Valley,06087
95001,Santa Cruz,Aptos,06087
95060,Santa Cruz,Santa Cruz,06087
95033,Santa Cruz,Los Gatos,06087
95077,Santa Cruz,Watsonville,06087
95076,Santa Cruz,Watsonville,06087
95065,Santa Cruz,Santa Cruz,06087
95010,Santa Cruz,Capitola,06087
95005,Santa Cruz,Ben Lomond,06087
95073,Santa Cruz,Soquel,06087
95017,Santa Cruz,Davenport,06087
95064,Santa Cruz,Santa Cruz,06087
96003,Shasta,Redding,06089
96040,Shasta,Hat Creek,06089
96016,Shasta,Cassel,06089
96062,Shasta,Millville,06089
96089,Shasta,Shasta Lake,06089
96096,Shasta,Whitmore,06089
96049,Shasta,Redding,06089
96065,Shasta,Montgomery Creek,06089
96095,Shasta,Whiskeytown,06089
96071,Shasta,Old Station,06089
96088,Shasta,Shingletown,06089
96069,Shasta,Oak Run,06089
96017,Shasta,Castella,06089
96073,Shasta,Palo Cedro,06089
96087,Shasta,Shasta,06089
96079,Shasta,Shasta Lake,06089
96033,Shasta,French Gulch,06089
96013,Shasta,Burney,06089
96011,Shasta,Big Bend,06089
96019,Shasta,Shasta Lake,06089
96022,Shasta,Cottonwood,06089
96076,Shasta,Platina,06089
96099,Shasta,Redding,06089
96008,Shasta,Bella Vista,06089
96070,Shasta,Obrien,06089
96051,Shasta,Lakehead,06089
96002,Shasta,Redding,06089
96001,Shasta,Redding,06089
96047,Shasta,Igo,06089
96028,Shasta,Fall River Mills,06089
96007,Shasta,Anderson,06089
96084,Shasta,Round Mountain,06089
96126,Sierra,Sierraville,06091
95944,Sierra,Goodyears Bar,06091
95936,Sierra,Downieville,06091
96125,Sierra,Sierra City,06091
96118,Sierra,Loyalton,06091
96124,Sierra,Calpine,06091
95910,Sierra,Alleghany,06091
96085,Siskiyou,Scott Bar,06093
96086,Siskiyou,Seiad Valley,06093
96038,Siskiyou,Grenada,06093
96064,Siskiyou,Montague,06093
96067,Siskiyou,Mount Shasta,06093
96044,Siskiyou,Hornbrook,06093
96097,Siskiyou,Yreka,06093
96050,Siskiyou,Klamath River,06093
96023,Siskiyou,Dorris,06093
96014,Siskiyou,Callahan,06093
96057,Siskiyou,Mccloud,06093
96058,Siskiyou,Macdoel,06093
96025,Siskiyou,Dunsmuir,06093
96027,Siskiyou,Etna,06093
96031,Siskiyou,Forks Of Salmon,06093
96032,Siskiyou,Fort Jones,06093
96037,Siskiyou,Greenview,06093
96134,Siskiyou,Tulelake,06093
95568,Siskiyou,Somes Bar,06093
96094,Siskiyou,Weed,06093
96039,Siskiyou,Happy Camp,06093
96034,Siskiyou,Gazelle,06093
94535,Solano,Travis Afb,06095
94585,Solano,Suisun City,06095
94571,Solano,Rio Vista,06095
94534,Solano,Fairfield,06095
94533,Solano,Fairfield,06095
94589,Solano,Vallejo,06095
94590,Solano,Vallejo,06095
94512,Solano,Birds Landing,06095
94592,Solano,Vallejo,06095
95696,Solano,Vacaville,06095
95688,Solano,Vacaville,06095
95687,Solano,Vacaville,06095
94510,Solano,Benicia,06095
95625,Solano,Elmira,06095
95620,Solano,Dixon,06095
94591,Solano,Vallejo,06095
95471,Sonoma,Rio Nido,06097
95492,Sonoma,Windsor,06097
95472,Sonoma,Sebastopol,06097
95473,Sonoma,Sebastopol,06097
95487,Sonoma,Vineburg,06097
95486,Sonoma,Villa Grande,06097
95476,Sonoma,Sonoma,06097
95404,Sonoma,Santa Rosa,06097
95444,Sonoma,Graton,06097
95465,Sonoma,Occidental,06097
95431,Sonoma,Eldridge,06097
95430,Sonoma,Duncans Mills,06097
94975,Sonoma,Petaluma,06097
94999,Sonoma,Petaluma,06097
95425,Sonoma,Cloverdale,06097
95421,Sonoma,Cazadero,06097
95419,Sonoma,Camp Meeker,06097
95416,Sonoma,Boyes Hot Springs,06097
95412,Sonoma,Annapolis,06097
95409,Sonoma,Santa Rosa,06097
95408,Sonoma,Santa Rosa,06097
95407,Sonoma,Santa Rosa,06097
95406,Sonoma,Santa Rosa,06097
95405,Sonoma,Santa Rosa,06097
95401,Sonoma,Santa Rosa,06097
95402,Sonoma,Santa Rosa,06097
95403,Sonoma,Santa Rosa,06097
94972,Sonoma,Valley Ford,06097
95433,Sonoma,El Verano,06097
94955,Sonoma,Petaluma,06097
95436,Sonoma,Forestville,06097
95462,Sonoma,Monte Rio,06097
94922,Sonoma,Bodega,06097
94923,Sonoma,Bodega Bay,06097
94926,Sonoma,Cotati,06097
94927,Sonoma,Rohnert Park,06097
94928,Sonoma,Rohnert Park,06097
95452,Sonoma,Kenwood,06097
94931,Sonoma,Cotati,06097
95497,Sonoma,The Sea Ranch,06097
95450,Sonoma,Jenner,06097
95448,Sonoma,Healdsburg,06097
95446,Sonoma,Guerneville,06097
94952,Sonoma,Petaluma,06097
94953,Sonoma,Petaluma,06097
95442,Sonoma,Glen Ellen,06097
95441,Sonoma,Geyserville,06097
95439,Sonoma,Fulton,06097
94954,Sonoma,Petaluma,06097
94951,Sonoma,Penngrove,06097
95480,Sonoma,Stewarts Point,06097
95316,Stanislaus,Denair,06099
95357,Stanislaus,Modesto,06099
95352,Stanislaus,Modesto,06099
95351,Stanislaus,Modesto,06099
95350,Stanislaus,Modesto,06099
95355,Stanislaus,Modesto,06099
95356,Stanislaus,Modesto,06099
95329,Stanislaus,La Grange,06099
95328,Stanislaus,Keyes,06099
95358,Stanislaus,Modesto,06099
95326,Stanislaus,Hughson,06099
95323,Stanislaus,Hickman,06099
95354,Stanislaus,Modesto,06099
95313,Stanislaus,Crows Landing,06099
95307,Stanislaus,Ceres,06099
95360,Stanislaus,Newman,06099
95319,Stanislaus,Empire,06099
95363,Stanislaus,Patterson,06099
95397,Stanislaus,Modesto,06099
95387,Stanislaus,Westley,06099
95361,Stanislaus,Oakdale,06099
95386,Stanislaus,Waterford,06099
95382,Stanislaus,Turlock,06099
95353,Stanislaus,Modesto,06099
95380,Stanislaus,Turlock,06099
95368,Stanislaus,Salida,06099
95367,Stanislaus,Riverbank,06099
95381,Stanislaus,Turlock,06099
95659,Sutter,Nicolaus,06101
95676,Sutter,Robbins,06101
95982,Sutter,Sutter,06101
95991,Sutter,Yuba City,06101
95992,Sutter,Yuba City,06101
95668,Sutter,Pleasant Grove,06101
95953,Sutter,Live Oak,06101
95993,Sutter,Yuba City,06101
95957,Sutter,Meridian,06101
95674,Sutter,Rio Oso,06101
96021,Tehama,Corning,06103
96035,Tehama,Gerber,06103
96055,Tehama,Los Molinos,06103
96059,Tehama,Manton,06103
96061,Tehama,Mill Creek,06103
96063,Tehama,Mineral,06103
96074,Tehama,Paskenta,06103
96029,Tehama,Flournoy,06103
96078,Tehama,Proberta,06103
96080,Tehama,Red Bluff,06103
96090,Tehama,Tehama,06103
96075,Tehama,Paynes Creek,06103
96092,Tehama,Vina,06103
96091,Trinity,Trinity Center,06105
95527,Trinity,Burnt Ranch,06105
95552,Trinity,Mad River,06105
95563,Trinity,Salyer,06105
95595,Trinity,Zenia,06105
96010,Trinity,Big Bar,06105
96052,Trinity,Lewiston,06105
96041,Trinity,Hayfork,06105
96024,Trinity,Douglas City,06105
96046,Trinity,Hyampom,06105
96048,Trinity,Junction City,06105
96093,Trinity,Weaverville,06105
93237,Tulare,Kaweah,06107
93258,Tulare,Porterville,06107
93260,Tulare,Posey,06107
93261,Tulare,Richgrove,06107
93262,Tulare,Sequoia National Park,06107
93290,Tulare,Visalia,06107
93291,Tulare,Visalia,06107
93292,Tulare,Visalia,06107
93265,Tulare,Springville,06107
93279,Tulare,Visalia,06107
93278,Tulare,Visalia,06107
93275,Tulare,Tulare,06107
93267,Tulare,Strathmore,06107
93274,Tulare,Tulare,06107
93270,Tulare,Terra Bella,06107
93271,Tulare,Three Rivers,06107
93247,Tulare,Lindsay,06107
93257,Tulare,Porterville,06107
93244,Tulare,Lemon Cove,06107
93272,Tulare,Tipton,06107
93277,Tulare,Visalia,06107
93256,Tulare,Pixley,06107
93282,Tulare,Waukena,06107
93235,Tulare,Ivanhoe,06107
93618,Tulare,Dinuba,06107
93633,Tulare,Kings Canyon National Pk,06107
93647,Tulare,Orosi,06107
93666,Tulare,Sultana,06107
93670,Tulare,Yettem,06107
93673,Tulare,Traver,06107
93286,Tulare,Woodlake,06107
93615,Tulare,Cutler,06107
93201,Tulare,Alpaugh,06107
93603,Tulare,Badger,06107
93208,Tulare,Camp Nelson,06107
93227,Tulare,Goshen,06107
93218,Tulare,Ducor,06107
93223,Tulare,Farmersville,06107
93221,Tulare,Exeter,06107
93207,Tulare,California Hot Springs,06107
93219,Tulare,Earlimart,06107
95383,Tuolumne,Twain Harte,06109
95379,Tuolumne,Tuolumne,06109
95375,Tuolumne,Strawberry,06109
95309,Tuolumne,Chinese Camp,06109
95310,Tuolumne,Columbia,06109
95314,Tuolumne,Dardanelle,06109
95327,Tuolumne,Jamestown,06109
95335,Tuolumne,Long Barn,06109
95346,Tuolumne,Mi Wuk Village,06109
95364,Tuolumne,Pinecrest,06109
95370,Tuolumne,Sonora,06109
95372,Tuolumne,Soulsbyville,06109
95373,Tuolumne,Standard,06109
95321,Tuolumne,Groveland,06109
95347,Tuolumne,Moccasin,06109
95305,Tuolumne,Big Oak Flat,06109
93040,Ventura,Piru,06111
93010,Ventura,Camarillo,06111
93009,Ventura,Ventura,06111
93007,Ventura,Ventura,06111
93006,Ventura,Ventura,06111
93060,Ventura,Santa Paula,06111
93005,Ventura,Ventura,06111
93004,Ventura,Ventura,06111
93003,Ventura,Ventura,06111
93002,Ventura,Ventura,06111
93001,Ventura,Ventura,06111
93061,Ventura,Santa Paula,06111
93041,Ventura,Port Hueneme,06111
93062,Ventura,Simi Valley,06111
91319,Ventura,Newbury Park,06111
93063,Ventura,Simi Valley,06111
93064,Ventura,Brandeis,06111
93065,Ventura,Simi Valley,06111
93066,Ventura,Somis,06111
93093,Ventura,Simi Valley,06111
93094,Ventura,Simi Valley,06111
93099,Ventura,Simi Valley,06111
93011,Ventura,Camarillo,06111
93012,Ventura,Camarillo,06111
91320,Ventura,Newbury Park,06111
93015,Ventura,Fillmore,06111
93036,Ventura,Oxnard,06111
93035,Ventura,Oxnard,06111
93034,Ventura,Oxnard,06111
93042,Ventura,Point Mugu Nawc,06111
93033,Ventura,Oxnard,06111
91362,Ventura,Thousand Oaks,06111
91361,Ventura,Westlake Village,06111
91360,Ventura,Thousand Oaks,06111
91359,Ventura,Westlake Village,06111
91358,Ventura,Thousand Oaks,06111
93032,Ventura,Oxnard,06111
93031,Ventura,Oxnard,06111
93043,Ventura,Port Hueneme Cbc Base,06111
93024,Ventura,Ojai,06111
93016,Ventura,Fillmore,06111
93020,Ventura,Moorpark,06111
91377,Ventura,Oak Park,06111
93021,Ventura,Moorpark,06111
93022,Ventura,Oak View,06111
93044,Ventura,Port Hueneme,06111
93023,Ventura,Ojai,06111
93030,Ventura,Oxnard,06111
95606,Yolo,Brooks,06113
95607,Yolo,Capay,06113
95612,Yolo,Clarksburg,06113
95616,Yolo,Davis,06113
95653,Yolo,Madison,06113
95617,Yolo,Davis,06113
95618,Yolo,Davis,06113
95627,Yolo,Esparto,06113
95637,Yolo,Guinda,06113
95937,Yolo,Dunnigan,06113
95645,Yolo,Knights Landing,06113
95605,Yolo,West Sacramento,06113
95695,Yolo,Woodland,06113
95679,Yolo,Rumsey,06113
95776,Yolo,Woodland,06113
95691,Yolo,West Sacramento,06113
95798,Yolo,West Sacramento,06113
95799,Yolo,West Sacramento,06113
95694,Yolo,Winters,06113
95698,Yolo,Zamora,06113
95697,Yolo,Yolo,06113
95901,Yuba,Marysville,06115
95903,Yuba,Beale Afb,06115
95972,Yuba,Rackerby,06115
95919,Yuba,Brownsville,06115
95962,Yuba,Oregon House,06115
95961,Yuba,Olivehurst,06115
95692,Yuba,Wheatland,06115
95935,Yuba,Dobbins,06115
95925,Yuba,Challenge,06115
95922,Yuba,Camptonville,06115
95981,Yuba,Strawberry Valley,06115
95918,Yuba,Browns Valley,06115
